date,Feature 1,date
1997-09-01,0.49479968536845187,1997-09-01
1997-10-01,0.8898021011047272,1997-10-01
1997-11-01,0.7041221757591214,1997-11-01
1997-12-01,0.2839398877715513,1997-12-01
1998-01-01,1.892179365308057,1998-01-01
1998-02-01,-0.21709054472055475,1998-02-01
1998-03-01,-0.5311185231325053,1998-03-01
1998-04-01,0.13837651192802627,1998-04-01
1998-05-01,-0.023944883911727565,1998-05-01
1998-06-01,0.7616846518159521,1998-06-01
1998-07-01,0.4005517462858277,1998-07-01
1998-08-01,1.1137885673665955,1998-08-01
1998-09-01,3.671510603647948,1998-09-01
1998-10-01,2.903945808643866,1998-10-01
1998-11-01,-2.586496382426085,1998-11-01
1998-12-01,0.8179911993518139,1998-12-01
1999-01-01,-0.645586785708835,1999-01-01
1999-02-01,-1.8064164758206598,1999-02-01
1999-03-01,-1.245763303891168,1999-03-01
1999-04-01,0.54784380229077,1999-04-01
1999-05-01,-1.890610754455385,1999-05-01
1999-06-01,-2.0440185929805574,1999-06-01
1999-07-01,0.6681944741336754,1999-07-01
1999-08-01,-0.8075143624216983,1999-08-01
1999-09-01,0.21681595286046612,1999-09-01
1999-10-01,-0.9971577678819098,1999-10-01
1999-11-01,0.38976738541074246,1999-11-01
1999-12-01,-1.147476955822076,1999-12-01
2000-01-01,-1.6939636179831554,2000-01-01
2000-02-01,-0.12084590955735769,2000-02-01
2000-03-01,0.9153747303534325,2000-03-01
2000-04-01,1.14106318497314,2000-04-01
2000-05-01,-1.9648750852617711,2000-05-01
2000-06-01,1.734673047430723,2000-06-01
2000-07-01,0.6551530850791477,2000-07-01
2000-08-01,0.7922807079187544,2000-08-01
2000-09-01,0.6036001398399312,2000-09-01
2000-10-01,0.8142874259418458,2000-10-01
2000-11-01,0.32210225115267044,2000-11-01
2000-12-01,2.9329096625172144,2000-12-01
2001-01-01,2.1279061671078603,2001-01-01
2001-02-01,0.4429419634256314,2001-02-01
2001-03-01,1.8394228466579965,2001-03-01
2001-04-01,-0.26625791825684664,2001-04-01
2001-05-01,-0.7053059655201566,2001-05-01
2001-06-01,1.0532119445732515,2001-06-01
2001-07-01,0.39112623860282053,2001-07-01
2001-08-01,1.753600185494348,2001-08-01
2001-09-01,3.5207004403575057,2001-09-01
2001-10-01,2.4700533030279916,2001-10-01
2001-11-01,-0.28348350565366554,2001-11-01
2001-12-01,-3.038915064323527,2001-12-01
2002-01-01,0.6273295245882898,2002-01-01
2002-02-01,0.40306266767350496,2002-02-01
2002-03-01,-3.695852316648041,2002-03-01
2002-04-01,0.9123988394148184,2002-04-01
2002-05-01,1.1627119847466756,2002-05-01
2002-06-01,2.193135863441944,2002-06-01
2002-07-01,3.1249006307712173,2002-07-01
2002-08-01,4.0121865792194225,2002-08-01
2002-09-01,2.779418345774536,2002-09-01
2002-10-01,0.35655293106779834,2002-10-01
2002-11-01,-0.3540858065881022,2002-11-01
2002-12-01,0.6631583383219698,2002-12-01
