date,Principal Component 1,Principal Component 2,Principal Component 3,Principal Component 4,Principal Component 5,Principal Component 6
1956-11-01,-0.8615246990159358,-0.11590284175406665,0.5064273281574169,0.38455712973217276,-0.3870418586420288,-0.033402563295453526
1956-12-01,-0.7758675571041075,0.16516703731304888,0.4616979441515007,0.403178224421614,-0.18510839413798877,0.010604953665816671
1957-01-01,1.3761910293200714,-0.1960823133977415,-0.574958450232018,-0.6645443004660271,0.16578080881480883,0.013543700047024347
1957-02-01,0.5556013808401521,0.3114475053398822,-0.2658276725405662,-0.07226441172061024,0.34104664072408103,0.04541587578648552
1957-03-01,-0.25498791273334714,-0.1383987329077443,0.19700340490687984,0.1251593550089584,-0.21046006740711773,-0.05899282661139728
1957-04-01,-0.288074063961951,-0.07513979489226197,0.22739953940527974,0.13289561052127957,-0.19466226496956507,-0.04135682010713173
1957-05-01,-0.40891144607425334,-0.3567364443271079,0.22918081957323325,0.20652423930095315,-0.3651112549161568,-0.06785250922106525
1957-06-01,-0.9820860538192573,-0.2054873549146241,0.5894653885130655,0.3894799180278677,-0.5005800832527019,-0.03634971384331976
1957-07-01,-0.714805274957356,-0.06933303453244861,0.4132269928455114,0.36130262904842764,-0.2764640158301669,-0.08741082670275288
1957-08-01,-0.10740169697602538,0.3405951768987937,0.1993443080103091,0.04680218366759617,0.04813987290491417,0.07625597011304584
1957-09-01,0.006133159307320024,0.08701735851628142,0.024850817183876724,0.10849316088419525,0.04166599155348692,-0.028259839535180225
1957-10-01,-0.03344815997221794,-0.23575628063215986,0.01855070051314854,0.0942697740780086,-0.16447760403389758,-0.04049062676498609
1957-11-01,1.8725418872144601,-0.10725173999604622,-0.892897710787782,-0.7814309477586224,0.3955087899300437,0.10044309748380392
1957-12-01,3.2004535660021896,0.6210406536000179,-1.4178084494478773,-1.4131663769063112,1.0947206819697077,0.3013468164576557
1958-01-01,1.7733498899076994,-0.7430226795315472,-0.9107748296922522,-0.7604044224839125,0.0645335527185764,-0.10864516809920882
1958-02-01,1.5050210282002947,-1.5197033309166865,-1.1364517218227514,-0.33695881766833485,-0.25988560171405223,-0.09407653070313007
1958-03-01,1.1368458871794207,-0.2597493703012668,-0.4401115895831556,-0.5910836760286058,0.04612645256630879,-0.002640805335154245
1958-04-01,1.8899502826411012,-1.057568003562275,-1.094084529097791,-0.7207644468665078,-0.04056937973251815,-0.04048498375715566
1958-05-01,0.47822080763830377,-0.45386741401729397,-0.09733735429376836,-0.3619767116787885,-0.2948587709223472,0.011123040134178062
1958-06-01,0.16121777467646276,-0.8678024162069113,-0.3340201337010773,0.21677673819590698,-0.31050067372751816,-0.10247337831488162
1958-07-01,-2.8716264462507635,1.226111511151937,1.7930935008099782,1.178032539306677,-0.2758949574764593,-0.06249889306994156
1958-08-01,-4.6479325788357455,2.5267118577363354,2.9858357107417897,1.822212060071238,-0.17408565492586872,-0.00748383670585822
1958-09-01,-2.4042355491100844,0.7551133977332403,1.2893561687214323,1.2336114446967028,-0.22101157103471925,-0.12290083475850651
1958-10-01,-0.4358670112748471,0.17337002617500516,0.21955997619728063,0.3465336653801374,-0.03452865649879057,0.044285219471147365
1958-11-01,0.5346923556549212,-0.04279749848936987,-0.2435245976648443,-0.15141921949761736,0.08516972936759276,0.04205986378821128
1958-12-01,-0.6416513869949926,0.08742976525309026,0.4832060090454855,0.2179197918220653,-0.25253124651155395,-0.03660204740446499
1959-01-01,-0.7739111348302153,-0.27802845263283227,0.35397849433071726,0.45628020313645357,-0.3765343924987257,-0.055443582196501764
1959-02-01,0.13053203043191558,0.4814376171338873,0.1013097989389647,-0.05527208859884325,0.19747106386709215,0.07492264634122689
1959-03-01,-0.09684825455742567,0.0469224556550187,0.12069797223166324,0.0829413056550511,-0.06818322391720637,0.01709003549937694
1959-04-01,-0.4667461568042057,-0.1342367171288286,0.38251678234333913,0.12383517619917386,-0.30174009965668125,-0.14505231546986455
1959-05-01,-0.9892758349437514,-0.042403279900897276,0.586205090498938,0.4408593949880262,-0.36567040697032144,-0.09138101907510153
1959-06-01,-0.5116307825439226,0.06995350910157362,0.07546721479853824,0.5920858739292274,0.008271687520700647,0.07310836445535865
1959-07-01,-0.40086433029461754,0.36304132058364724,0.4373113502786196,0.07400790849905385,-0.049037197615330076,-0.050033712995629906
1959-08-01,0.06386178483465203,-0.015482482166364615,0.07244269856823377,-0.04364797237673637,-0.09534951199907322,0.033015816770320214
1959-09-01,-1.4818318561982258,0.29552299132672616,0.9346750122458725,0.591689735266713,-0.3672851485911246,-0.0758029101972315
1959-10-01,0.8700045750288924,0.026626343280811097,-0.4004806168473409,-0.2963484652623174,0.22689414404795286,0.028924036657567015
1959-11-01,0.009998402857072488,-0.008973887464141178,-0.02421638749767358,0.14293991678676532,-0.004146389784730898,0.024117128321239256
1959-12-01,-0.9207911211149791,0.06721079104502965,0.5171464690530065,0.48035842808967705,-0.23746293694926981,-0.10622170822178169
1960-01-01,0.36247451018227067,-0.17424036247934777,-0.023245686007703374,-0.27680992619833444,-0.15905498090193607,0.03253922967818788
1960-02-01,1.2168472043564773,-0.055289471663882296,-0.6656727273748055,-0.34265930950526446,0.35710282408252897,-0.0004270806149952086
1960-03-01,1.832911436625798,-0.3765936796246383,-0.9426346064134125,-0.7271596639174639,0.26390933948869877,0.07945606021095848
1960-04-01,0.10387649322409259,-0.026359696500172926,0.07292350354565551,-0.089603445744372,-0.10586689630272769,0.028583536545667823
1960-05-01,-0.601796629677876,0.04502975428630046,0.26241099545920304,0.46410765149241184,-0.06820756715582905,-0.14556441943088008
1960-06-01,2.016634668715602,-0.8578161176105428,-1.1643046679033642,-0.73843176701114,0.09288626931816053,0.08212608149068715
1960-07-01,1.6172566548339447,0.2581451056918504,-0.5822032165631802,-0.8235921624213333,0.4545963386097301,0.01464945092497806
1960-08-01,1.0899240652520374,-0.26616043849798443,-0.48706783532537795,-0.48000922430812365,0.08554908281482008,-0.005296623642060083
1960-09-01,-0.011943260031649318,0.2630841869996541,0.1613578369403643,-0.02070102104276203,0.026149900092973712,0.04721253308344161
1960-10-01,-0.39846635501074257,-0.3474095275964704,0.10914697497852918,0.36244483341906825,-0.2300677489368835,-0.15832831857600785
1960-11-01,-0.16329770538155156,-0.026621381922111043,0.10271488376267315,0.16356826540600092,-0.09611657305225658,0.015658631452689
1960-12-01,0.9529151449281582,-0.256338767149908,-0.44894381526418026,-0.3779135056869209,0.07873292524890188,-0.011228543827422185
1961-01-01,0.21659578946572255,-0.13897655554097668,-0.07280220531678133,-0.0371367900535596,-0.04590221012119269,-0.05796256961576956
1961-02-01,0.0265055731975446,0.40259651469247776,0.018957117281434746,0.14661133050548775,0.21348860604819142,0.09572126514996498
1961-03-01,0.49653119244614785,-0.03170979046134635,-0.12261389240234255,-0.2530160940580494,0.04291083662614104,-0.07461946110252632
1961-04-01,0.11914355235353391,-0.076170626035326,0.07812774015049821,-0.1273557810717749,-0.1604575424834248,0.06861752764738367
1961-05-01,0.5719277882590771,0.1499103975094085,-0.13631688664499136,-0.2897760121793918,0.13283730644180536,0.024633131887553228
1961-06-01,-1.5623328068337758,-0.0910897811877151,0.4913786198871242,1.174880107074479,-0.27017896845711925,-0.0647943560600725
1961-07-01,0.19122381710625175,-0.42408058784058045,-0.10974168401216841,-0.014877760349916242,-0.18771304973124817,-0.1123980408494911
1961-08-01,-0.6510692177885443,0.025575090388016766,0.382078922633859,0.33663985777344724,-0.2498123087158338,0.06444919457185616
1961-09-01,0.3560843695069479,0.12785729949359415,-0.12411533079416454,-0.07784827695147159,0.12256195938559263,0.04880459484544846
1961-10-01,0.5298603861347192,0.11985792189329639,-0.10740463160222373,-0.28681479912444646,0.0974076523546412,0.0146346401406141
1961-11-01,0.04829758070563286,-0.02822187005781834,0.06959831416416769,-0.015853740337897174,-0.06450218068901183,-0.06319002739296456
1961-12-01,-0.48930099610127853,-0.04511643875027024,0.35224079231496386,0.18785195388935616,-0.2807500066916922,0.03496598026716744
1962-01-01,-0.10323994087920677,0.14097235387080628,0.1572213806233201,0.0643444609385276,-0.023563510699533077,-0.0076412366317495746
1962-02-01,0.3556776333849013,0.07517775921723895,-0.06142876882684992,-0.1619088468305744,0.06514965156252345,-0.029101272675126966
1962-03-01,1.1415331415459649,-0.1597786350304906,-0.4482055198003884,-0.5702227014359201,0.101262656096936,0.04877593592341154
1962-04-01,0.5802873789526393,0.04475016167785637,-0.27302751626418303,-0.14207482234092605,0.1725488083501846,0.017786734037787733
1962-05-01,-0.0983537530065439,-0.0283252079314171,0.11469697480151304,0.09019176742580533,-0.0659957162010818,-0.11414738620884582
1962-06-01,0.0910396485369022,-0.0791670725611198,0.07181148935908316,-0.08817118835307679,-0.15069339672881196,0.05866899155409636
1962-07-01,-0.8973731772680918,0.2920356917420106,0.48591451388785806,0.5265546737995567,-0.11768483877269871,0.0453426224081046
1962-08-01,0.6051377705071295,-0.1115728144839476,-0.12708057164403502,-0.38230427875361794,-0.021337653178143033,-0.07035753189932374
1962-09-01,0.33774034099637595,-0.30859227479508416,-0.18379757355538157,-0.059347718646251664,-0.08463242943398924,-0.060531229972659605
1962-10-01,0.4975448012096882,-0.07044661077504308,-0.19585784050792562,-0.17178228973921372,0.05729967068424197,-0.026160032659044694
1962-11-01,0.0828952462997315,0.09454091095961449,-0.05059183787554105,0.09861423777538586,0.0044232294648826566,0.2277139828645473
1962-12-01,0.33055786933221937,0.14089353495203555,-0.10731634246981231,-0.06439120146081492,0.1383199740726561,0.001226452088693299
1963-01-01,0.07539487823326427,0.09680360739759512,-0.03849477087359288,0.11776637180490086,0.09238837490242888,-0.030215122423648114
1963-02-01,-0.13443607123090243,-0.3189459194178115,0.15398760222892255,0.024461175484434026,-0.2692122525470848,-0.1750807969306083
1963-03-01,0.024339392591292048,-0.0023872017951426737,0.0330808581542944,0.05835522025154421,-0.032018422339815715,-0.017033440165704117
1963-04-01,-0.2506370797667652,0.058076237397636725,0.15198548913604404,0.21114148630996737,-0.07156411954011652,0.024115338748337708
1963-05-01,0.1628002766796392,0.10249769325524848,-0.10181190007170306,0.09403080953399266,0.09336235085063481,0.08949197660059552
1963-06-01,-0.2990828073010802,-0.011964123735160316,0.20827744343211527,0.18687269507355203,-0.1202856312010221,-0.0812905659939389
1963-07-01,-0.5131453731015976,0.4780964110794858,0.38409961655298697,0.2789351470135027,0.04721005392220675,0.050440058626010045
1963-08-01,0.10327032555222221,0.1160491252067706,0.010986312848539879,0.024775545678947918,0.05447853499507194,-0.00785615759484037
1963-09-01,-0.22485641107235183,-0.12831105196664194,0.1875829280026246,0.10520534737202457,-0.2047906504000972,-0.044129799162923804
1963-10-01,-0.06763504110614531,0.062071617332144446,0.11317623164021655,0.058839171147062,-0.07400371367396258,0.06852493399428629
1963-11-01,-0.13395982233081316,0.13450834101346934,0.10204603319974513,0.16476539707341256,0.007201078543301272,0.026121045941140425
1963-12-01,-0.06675946019464496,0.07983210867329302,0.0706164722675637,0.12196682484691548,-0.009503092757178382,0.018969214236326196
1964-01-01,-0.01139169989420986,-0.1367966461167254,0.03331851068318052,0.06762607245161532,-0.12541486372293828,-0.002234577304844852
1964-02-01,0.26870954111282014,0.02046381475428039,-0.048923550332262256,-0.09924500376315795,0.011403982302383748,0.013842939432183798
1964-03-01,-0.40358986981276973,0.03356288724602473,0.24326514520241452,0.26067664361256515,-0.11972752462459003,-0.04407107223521503
1964-04-01,0.056290929869312625,-0.03489900563711777,-0.004019564437773118,0.06103250965430743,-0.04275833511820728,0.023261321658515792
1964-05-01,0.49173387944792774,-0.0363945949548926,-0.11614498618167013,-0.26943857293176793,-0.009448993747800746,0.04577734880630667
1964-06-01,0.26036857404858865,0.03300072500519675,-0.06996181724261154,-0.058698580689001766,0.04324372365877855,-0.0010188946633825715
1964-07-01,0.2541499589590901,-0.2641617066372157,-0.062284080872949406,-0.10948381136358487,-0.11447952899448813,-0.13722470918186397
1964-08-01,0.07801615052501254,0.004394382802570194,0.018493705869656048,0.02440634726052486,-0.006751673181177027,-0.05700451086101572
1964-09-01,-0.11476375737146756,0.1373332502632666,0.09664998259502963,0.1490006187326843,0.002353102809739092,0.0505222070843587
1964-10-01,0.12626363102128207,0.04378400446951927,-0.012258445830315972,0.01167714885569695,0.00910320819817286,0.025362862042309295
1964-11-01,0.17203669077159772,0.1629600873118428,-0.04224183688381963,0.02128878619421599,0.09408110446014979,0.06691997619924567
1964-12-01,-0.13294242830465147,0.08834816568652162,0.16589558948224278,0.07900859350719637,-0.04678967645081851,-0.05196408858493353
1965-01-01,0.20894150289477537,-0.18215499881528371,-0.05609783078111906,-0.05550647833059239,-0.07354750328472612,-0.09684466133783867
1965-02-01,-0.1099036245409695,0.07411712340919953,0.11739846283424214,0.11284799530929478,-0.024560088654594112,-0.0397742425833882
1965-03-01,0.04142769049102126,0.042286408455218416,-0.0005234077802922542,0.0838423415358805,-0.008640084326053262,0.07009518349264243
1965-04-01,0.16616465508876974,-0.03387972110461188,-0.04665307391725127,0.0023451192990794193,-0.0009971514375210567,-0.027579506938292125
1965-05-01,0.12372725466605466,-0.05248107774084021,0.0018386549530077917,-0.019746915730417376,-0.05284466500645116,-0.01446384965991117
1965-06-01,0.18691463873387837,-0.08811252615215832,-0.041220925459232935,-0.03616324305690328,-0.03608053245160172,-0.05059685700830243
1965-07-01,0.13563153777631218,-0.01392149374992693,-0.045220310977768345,0.03470928321041993,0.003472041028926906,0.003019562979897681
1965-08-01,-0.1835398651795519,0.024933195898750937,0.16285898805104543,0.11831254606240968,-0.10596727789470095,0.012688570635841775
1965-09-01,-0.2023781210450322,0.10655825827436381,0.18158119735704445,0.1307997622619569,-0.0652201475854693,0.017861475305341552
1965-10-01,-0.2739503675500133,-0.0048724053738734,0.18440541884919123,0.18839447295667666,-0.11228685021070686,-0.04538420124263388
1965-11-01,-0.3856029030002314,-0.13296638096471522,0.213422515573049,0.24503251231948106,-0.21294947040728215,-0.03945088046342307
1965-12-01,-1.0957663320074584,0.12881169519733407,0.554329953366614,0.6245839573341929,-0.24439231504838463,-0.0031128494344625267
1966-01-01,-0.24138236893944467,0.15656672244592648,0.10769480383976468,0.29858737934676355,0.10105474922464629,-0.16779276660717657
1966-02-01,-0.5241109827047461,-0.33384479214043195,0.3929960232151945,0.11229256001774857,-0.5091473886476824,0.04210354690480447
1966-03-01,0.15892024918253905,-0.01145979902935448,0.0915796598141028,-0.17499542562040818,-0.13236287974344058,0.0710187655814231
1966-04-01,0.5271937840273576,0.10889926950889645,-0.2518490416449827,-0.09711306006710511,0.2104538410753099,0.0031641470314603673
1966-05-01,-0.12068768610008337,-0.03918643698515373,0.0334904782585466,0.20301909304812477,-0.05970321354369567,0.031815130537623255
1966-06-01,-0.08900332668981314,-0.04741913879613198,0.07030851044149289,0.13114496319346064,-0.05407421693878674,-0.08793137288995298
1966-07-01,-0.7477902480733967,-0.1505303731699684,0.4683663081822416,0.301948201983945,-0.39691817994443085,-0.02134205278430228
1966-08-01,-1.1301835785879284,0.048031555905727726,0.5262574256190012,0.6844373513626972,-0.2637640268268958,-0.02856902947403699
1966-09-01,-0.06510795412493861,0.3871863671401449,0.1220362741806693,0.11044652346329913,0.13541516899682907,0.0815602510551281
1966-10-01,0.9813943087426391,0.025755924253631844,-0.38632869887030835,-0.4310374562126526,0.22126571039431797,-0.021001186454077996
1966-11-01,-0.21784237223428676,-0.3231786521988985,0.18847529545079875,0.054449169845352245,-0.3452093132590709,-0.027622150888748843
1966-12-01,1.4391363385681994,0.17180673112872993,-0.7133619979845462,-0.4856412073058563,0.4892388217636392,0.09908609137916807
1967-01-01,1.523938575205714,-0.09377975858779915,-0.7110232107268453,-0.6165811576775124,0.36700806172180533,-0.0901167248969569
1967-02-01,0.038727813538608796,-0.17944676160735457,0.052500622490721224,-0.012392893568039841,-0.14530425062622523,-0.08352489834810707
1967-03-01,0.9970106181005198,-0.30314258414593676,-0.4395342056438458,-0.4512014756416564,0.022132426001629263,0.022164390557868067
1967-04-01,0.3400064990089058,-0.45758667807035386,-0.1417301579707964,-0.1511398438499948,-0.23403045547643372,-0.023177264158389197
1967-05-01,-0.8781137481315237,-0.4733575309800138,0.4206071495173745,0.44032836717148266,-0.5600657735366573,-0.03321188071801736
1967-06-01,-0.9757170509971494,0.14506228849450237,0.5548377585668357,0.5042520857557016,-0.2192980877962025,-0.07749363155991237
1967-07-01,-0.8534928017254108,0.4611265668003446,0.7175543830170914,0.23424493076305256,-0.11407519437667235,-0.1687563854646639
1967-08-01,-0.36856642915643956,-0.04454351467281074,0.22827145008165697,0.2093284923741812,-0.2250088476740486,0.11900348714938108
1967-09-01,-0.23058848697678108,0.07697297151906822,0.06397157790806351,0.3048867034775509,-0.000503963405207861,0.05202409581313249
1967-10-01,-0.4786748133178629,-0.17402028879111078,0.356263269851367,0.15765545918873156,-0.32493542276223536,-0.09511495296281162
1967-11-01,-0.7539159333904965,-0.16098976684325692,0.5446169640420891,0.20785104182965408,-0.4624674348368814,-0.02713977080188538
1967-12-01,0.16255138496043245,0.17841294865580307,-0.0016422190093019337,-0.012681946998617345,0.0923888847403541,0.014580311623097234
1968-01-01,0.8473880967745844,-0.04398261916483897,-0.4373017226683521,-0.24352217195572273,0.19234967634011071,0.07881994255803908
1968-02-01,-0.027082771170196095,-0.09414762609628041,-0.005338829896026902,0.1421501912427315,-0.06958136213153536,0.013970200090640414
1968-03-01,-0.5453716383697321,-0.1046645904714708,0.34637275175420673,0.2481556721843633,-0.2960822714012154,-0.004126772775091405
1968-04-01,0.2913005849964536,0.29057949655078125,-0.03409769925007129,-0.08597732684005381,0.1858612831963416,0.0011603507288352546
1968-05-01,-1.052791245136542,0.05794279525834788,0.5826930633507065,0.537634899525226,-0.27895553678791973,-0.11459379869532892
1968-06-01,0.7944179032152381,0.04811533680819013,-0.2631426030957623,-0.3785185275656022,0.17509363645594966,-0.06742364424302624
1968-07-01,1.044108719876863,-0.01755443437615767,-0.505726243423783,-0.35609401571454125,0.2692074120486998,0.010345684332981176
1968-08-01,0.5512359959376864,-0.13386028089823096,-0.2747564460117042,-0.14326784220620117,0.06215051145609661,-0.0006350851825293822
1968-09-01,0.10384869508574608,-0.04076668999253201,0.07213536944830011,-0.0900773589273303,-0.10979291733359758,0.014352788253285866
1968-10-01,-0.2937274943141111,-0.04866915911953165,0.22594522130673608,0.13406234975468262,-0.21965359244273086,0.07991971419361193
1968-11-01,-0.28911799607041117,-0.010149108986644098,0.3050173272087368,0.051507442270879375,-0.19439098138298802,-0.0905525477158541
1968-12-01,-1.5019536544940366,-0.07887872409024269,0.6540547978011719,0.8917146364630513,-0.4294970984022913,0.017585834307536418
1969-01-01,-0.12967163500241963,0.07806322768904093,0.11238190435634332,0.15349836892480728,0.02715100508944883,-0.1557003439336284
1969-02-01,-0.2527309012839964,-0.15293081273281056,0.21551317757885644,0.08721425312735047,-0.26599174284436744,0.023582691275101982
1969-03-01,-0.08423890304910378,-0.24160772080967743,0.06998943068605928,0.07727664631498261,-0.21922171369471408,3.77083831249559e-05
1969-04-01,0.5072458258381659,0.08252681507317487,-0.20432961354156617,-0.13988800596939197,0.16661654348315683,-0.024239300432858903
1969-05-01,-0.5488191062278034,-0.09972942362622465,0.24776631243162742,0.38609614832023037,-0.1953806828598411,-0.052244215035003115
1969-06-01,-0.8763207801276043,0.2787878470631008,0.6713196188952026,0.25619203784385264,-0.29073195515419387,0.08010555876387118
1969-07-01,-0.8390976725875126,0.28838075156408766,0.4263253470359416,0.5334944058091293,-0.10197655063756449,0.10841225227559217
1969-08-01,0.1636102844246643,-0.05705701289577412,-0.07496736948695225,0.014640963284890257,0.043483475110184286,-0.05718229973728892
1969-09-01,-1.8450882475956856,-0.9567289022899351,0.5757222053237772,-0.05593823777343229,0.297140859060654,0.13323725283382515
1969-10-01,0.5087190166182124,-0.02999207761064946,-0.12658655624038972,-0.06916032416074658,-0.11413528700603467,-0.15348850281630075
1969-11-01,-0.04001890727467832,0.19546512850068853,0.16981287853279678,0.07748299790378323,-0.10705901715192202,0.02172200907597745
1969-12-01,-1.4577283405731158,-0.7132083665269542,0.6038685522148243,0.04766255398220136,-0.1454903152723042,0.1686677807052177
1970-01-01,-0.4386153512997102,-0.4568712703285343,0.056342049305438006,-0.023618693847894327,0.15521963499045352,0.004688946004363976
1970-02-01,1.5057787832108396,0.3073765675730651,-0.7601166603146736,-0.0836156747765583,0.3577328977724017,-0.2030562996198625
1970-03-01,1.6940376520473877,0.046495488234893335,-0.4341158458962812,-0.4789198536862597,-0.513225621650621,0.03818897756147621
1970-04-01,-0.9632649017392048,-0.6289654737716243,0.33296928032013534,-0.07720327124913706,0.06587246821736299,0.09531012349976711
1970-05-01,-1.8569224445832857,-0.3984874503525409,0.8398247175960634,-0.007834867466788386,0.14066534521728635,0.24857049695467848
1970-06-01,0.4648691857218233,-0.04254480458940342,-0.17909259701202296,-0.042927255651828644,-0.06666332041032079,0.016734999428525844
1970-07-01,1.1926977299548407,0.16127301395853472,-0.5993980716376921,0.021328891566255042,0.11868995963367723,-0.11720048848504022
1970-08-01,0.17741170137076495,-0.20365410344079038,0.009412915267360168,-0.12676369069218224,-0.15209884193887993,-0.0312852440671387
1970-09-01,0.9473345902492621,0.07612536676619851,-0.2413023387517967,-0.26199256968838863,-0.1600327331947187,-0.056662593641315886
1970-10-01,0.5996259939762747,-0.15793223534882175,-0.24981688661726092,-0.13265187817505783,-0.10871526177845288,0.052846925353365534
1970-11-01,2.5427627487154973,0.13167569206193336,-1.0056481760895923,-0.2567937639394556,-0.39512816342770474,-0.15087014415608688
1970-12-01,2.2291697798340624,0.4542047089761162,-0.7992478777332253,-0.092336640820426,-0.3405279152037451,-0.13450702630188593
1971-01-01,0.780407462509733,-0.3558091054682723,-0.541080963112584,0.03360489677023106,0.03324214726507503,-0.13336348228006056
1971-02-01,1.7180975464230182,-0.5744807081922899,-0.6849052735750081,-0.4933016453591646,-0.43526780941791915,-0.1950819126286043
1971-03-01,2.4474970191119274,0.81800103113666,-0.5679742676354659,-0.4213939730621325,-0.4156784390185357,-0.18628772137437052
1971-04-01,-2.624401612082536,0.16418787426465045,0.6495215057259908,0.9505230188498766,1.1094466374432712,0.035733776067101514
