date,Feature 1,Feature 2,date
1961-04-01,0.07672069374024351,-0.08680085558056651,1961-04-01
1961-05-01,0.5294861898629311,0.13910464129620664,1961-05-01
1961-06-01,-1.604529429817652,-0.10097497819395267,1961-06-01
1961-07-01,0.14876501220284935,-0.43476874048329384,1961-07-01
1961-08-01,-0.6933867015687478,0.015292320720917966,1961-08-01
1961-09-01,0.3136726717709055,0.11714612657661944,1961-09-01
1961-10-01,0.4874185988325879,0.10906747399462742,1961-10-01
1961-11-01,0.005895648009807971,-0.0388140397586076,1961-11-01
1961-12-01,-0.5316503378870073,-0.05547762779233149,1961-12-01
1962-01-01,-0.1456048051846869,0.13046129842123866,1962-01-01
1962-02-01,0.313253611934595,0.0644605876459035,1962-02-01
1962-03-01,1.0989906500282518,-0.17086113115340107,1962-03-01
1962-04-01,0.5378446303809253,0.033934959424932715,1962-04-01
1962-05-01,-0.14073608388768835,-0.038852177634275765,1962-05-01
1962-06-01,0.04862171191113143,-0.08978462371754425,1962-06-01
1962-07-01,-0.9396257045995142,0.2818862311128824,1962-07-01
1962-08-01,0.5626560858581153,-0.12241773323149772,1962-08-01
1962-09-01,0.2952805858240999,-0.31933371291621776,1962-09-01
1962-10-01,0.45509237161694527,-0.08123742255806922,1962-10-01
1962-11-01,0.040512109687918546,0.08394566615325204,1962-11-01
1962-12-01,0.28815105957598103,0.13019505609919194,1962-12-01
1963-01-01,0.03301628665010357,0.08621413358706921,1963-01-01
1963-02-01,-0.1768550482287373,-0.32948485527475163,1963-02-01
1963-03-01,-0.018052156128876784,-0.012965439273940654,1963-03-01
1963-04-01,-0.2929895401489443,0.04762359701508147,1963-04-01
1963-05-01,0.12041308683868308,0.0918701431919123,1963-05-01
1963-06-01,-0.34144111988116815,-0.02240228697766695,1963-06-01
1963-07-01,-0.555423682182207,0.4677945409744913,1963-07-01
1963-08-01,0.06088432364948663,0.10544715642749317,1963-08-01
1963-09-01,-0.2672408099888088,-0.1387934539933909,1963-09-01
1963-10-01,-0.11001294668235949,0.05153763018357383,1963-10-01
1963-11-01,-0.17631543162308194,0.12401189902679054,1963-11-01
1963-12-01,-0.10912982211203476,0.06930122636990357,1963-12-01
1964-01-01,-0.05379598800228976,-0.14737170158446689,1964-01-01
1964-02-01,0.22629001723353626,0.009779834414646542,1964-02-01
1964-03-01,-0.445929567639215,0.02317470404368435,1964-03-01
1964-04-01,0.013893074536166315,-0.04549398128648242,1964-04-01
1964-05-01,0.4492774471180778,-0.04718273923852468,1964-05-01
1964-06-01,0.21795453195274542,0.02232249619747156,1964-06-01
1964-07-01,0.21169816702374572,-0.2748642586305668,1964-07-01
1964-08-01,0.03561911709248864,-0.00620655805535194,1964-08-01
1964-09-01,-0.1571219009142347,0.12682834988112743,1964-09-01
1964-10-01,0.08386604545895696,0.03316519810531318,1964-10-01
1964-11-01,0.12965034728341815,0.15233249147382547,1964-11-01
1964-12-01,-0.17530982581456778,0.0778456681709694,1964-12-01
1965-01-01,0.1665067275024342,-0.19282997160572235,1965-01-01
1965-02-01,-0.1522717659495241,0.06360427423665711,1965-02-01
1965-03-01,-0.0009584864363829814,0.031704894795905075,1965-03-01
1965-04-01,0.12375465201803723,-0.044522301157651226,1965-04-01
1965-05-01,0.08131623713177087,-0.06310793140615761,1965-05-01
1965-06-01,0.14449378907122248,-0.0987695537990163,1965-06-01
1965-07-01,0.09322846474808306,-0.024548761031652704,1965-07-01
1965-08-01,-0.22590850291442688,0.014446935980768488,1965-08-01
1965-09-01,-0.2447347411586408,0.09608761308555983,1965-09-01
1965-10-01,-0.31630984621958175,-0.015320837467762869,1965-10-01
1965-11-01,-0.4279649719192701,-0.14337761377243302,1965-11-01
1965-12-01,-1.138015528287007,0.11873451056082976,1965-12-01
1966-01-01,-0.2837151460522406,0.14612254192500143,1966-01-01
1966-02-01,-0.5664982072930498,-0.34421905974486633,1966-02-01
1966-03-01,0.11649833032446548,-0.02210225196730954,1966-03-01
1966-04-01,0.48476624697801346,0.09811358241206758,1966-04-01
1966-05-01,-0.1630618480999905,-0.04970329224709925,1966-05-01
1966-06-01,-0.13138553146800003,-0.057951018161868144,1966-06-01
1966-07-01,-0.7901236730267694,-0.16078810786449607,1966-07-01
1966-08-01,-1.1724348329454932,0.03796333406119119,1966-08-01
1966-09-01,-0.10744341135214555,0.3766817275253467,1966-09-01
1966-10-01,0.9388972595559696,0.014762011315428623,1966-10-01
1966-11-01,-0.26025463455003506,-0.3336829222983928,1966-11-01
1966-12-01,1.3966179690890292,0.16062932712228378,1966-12-01
1967-01-01,1.4813735958921799,-0.10501882552433488,1967-01-01
1967-02-01,-0.0036909234473716987,-0.19004825397177502,1967-02-01
1967-03-01,0.9544714056814174,-0.31417356110010536,1967-03-01
1967-04-01,0.29752119232896745,-0.4683449704872458,1967-04-01
1967-05-01,-0.9204647955113947,-0.48358559177725,1967-05-01
1967-06-01,-1.0179820848840515,0.1349332525682816,1967-06-01
1967-07-01,-0.8957501399271464,0.45096831458510894,1967-07-01
1967-08-01,-0.4109234576987929,-0.05495605383214861,1967-08-01
1967-09-01,-0.27293285641389387,0.06651554700094066,1967-09-01
1967-10-01,-0.5210415518014716,-0.1843973541633863,1967-10-01
1967-11-01,-0.79625767508304,-0.17124804510862032,1967-11-01
1967-12-01,0.12016527656932091,0.1677903533577598,1967-12-01
1968-01-01,0.8049067380331443,-0.05492215564353483,1968-01-01
1968-02-01,-0.0694750000511942,-0.10471051565749005,1968-02-01
1968-03-01,-0.587718793321179,-0.1150055933970777,1968-03-01
1968-04-01,0.24891265825255932,0.2799106627190097,1968-04-01
1968-05-01,-1.0950580220025878,0.04783972644031926,1968-05-01
1968-06-01,0.7519417065355615,0.03720446537102831,1968-06-01
1968-07-01,1.0016077373262078,-0.0285773339206592,1968-07-01
1968-08-01,0.5087742166589505,-0.1446791223246298,1968-08-01
1968-09-01,0.06143460945488127,-0.05138593832344764,1968-09-01
1968-10-01,-0.33609617035838024,-0.0591153669877462,1968-10-01
1968-11-01,-0.33148762725266245,-0.020594504884885387,1968-11-01
1968-12-01,-1.5441766912679005,-0.08879584579784057,1968-12-01
1969-01-01,-0.17203361756080943,0.06756096663406057,1969-01-01
1969-02-01,-0.2951182206077195,-0.1634045260746291,1969-02-01
1969-03-01,-0.12664958465260184,-0.2521610587475713,1969-03-01
1969-04-01,0.4648133990105003,0.07174640923820398,1969-04-01
1969-05-01,-0.591153920067276,-0.11006486495180105,1969-05-01
1969-06-01,-0.9185984526922552,0.2686215351802315,1969-06-01
1969-07-01,-0.8813548436122212,0.278205901716395,1969-07-01
1969-08-01,0.15520303209347316,-0.038256534319624905,1969-08-01
1969-09-01,-1.8539702266098719,-0.9376880416820773,1969-09-01
1969-10-01,0.5003719538359065,-0.011245219521936151,1969-10-01
1969-11-01,-0.04832839804395202,0.21442651488720832,1969-11-01
1969-12-01,-1.4663849079250069,-0.6940817953492147,1969-12-01
1970-01-01,-0.44721236258625113,-0.4380428016639742,1970-01-01
1970-02-01,1.4974706978525267,0.32580554205351087,1970-02-01
1970-03-01,1.6857823608930362,0.06494679785128267,1970-03-01
1970-04-01,-0.9719417453145507,-0.6100280780116235,1970-04-01
1970-05-01,-1.865618672892898,-0.37927016932643715,1970-05-01
1970-06-01,0.456495098487746,-0.023811766384470124,1970-06-01
1970-07-01,1.1844079482900383,0.17982911304032806,1970-07-01
1970-08-01,0.16898131488033588,-0.18486909705655183,1970-08-01
1970-09-01,0.9390036947422014,0.0947441671098604,1970-09-01
1970-10-01,0.591217705713375,-0.13927258069153164,1970-10-01
1970-11-01,2.534629010470911,0.14994120306743658,1970-11-01
1970-12-01,2.2211214559291474,0.472648050725067,1970-12-01
1971-01-01,0.7719800336737367,-0.3372360804648605,1971-01-01
1971-02-01,1.7096793553441847,-0.5561863018757564,1971-02-01
1971-03-01,2.4395041899437597,0.8364335051896042,1971-03-01
1971-04-01,-2.6330066872098987,0.18369121764933766,1971-04-01
1971-05-01,-3.083157991060599,-0.32929120077114127,1971-05-01
1971-06-01,-1.1622735794768053,0.34390898261174196,1971-06-01
1971-07-01,-1.2274756666907265,-0.1061724657771695,1971-07-01
1971-08-01,1.143664379946472,0.17078637290106996,1971-08-01
1971-09-01,1.9628197363996736,0.5564863889056093,1971-09-01
1971-10-01,1.3219215378880114,-0.11791450291424353,1971-10-01
1971-11-01,0.7567057218172408,-0.11156058662202438,1971-11-01
1971-12-01,0.10997836905523738,-0.2640149528849114,1971-12-01
1972-01-01,0.5605420431706893,-0.41096335066084966,1972-01-01
1972-02-01,-0.35745479465950825,-0.3035697193336032,1972-02-01
1972-03-01,-0.7057367396789086,0.5115788690558445,1972-03-01
1972-04-01,-0.9944088150262389,-0.013951986549797719,1972-04-01
1972-05-01,1.081480690247497,-0.12956112962105235,1972-05-01
1972-06-01,-0.19591123230471574,0.41136102737261226,1972-06-01
1972-07-01,-0.13596219672518117,-0.014052070508493681,1972-07-01
1972-08-01,-0.20749510130551124,-0.2280333143387284,1972-08-01
1972-09-01,-1.338007202334341,0.0006178274634595904,1972-09-01
1972-10-01,0.3259423801888401,0.1637207942762153,1972-10-01
1972-11-01,0.7776184217251721,0.07879019863254577,1972-11-01
1972-12-01,-0.25955866420299356,0.17409350059056342,1972-12-01
1973-01-01,-0.7713677849839208,0.11143610848068553,1973-01-01
1973-02-01,-0.9895614061390032,-0.1806586627951983,1973-02-01
1973-03-01,-0.8439420910669675,0.41481198693950067,1973-03-01
1973-04-01,0.38967804759202973,0.14842709988906813,1973-04-01
1973-05-01,-0.4323352644508814,-0.3645278566804211,1973-05-01
1973-06-01,-0.040178311814852305,0.39431224811332793,1973-06-01
1973-07-01,-2.0440232487811536,0.1651502948822683,1973-07-01
1973-08-01,-1.0654796750149453,-0.26766614863073906,1973-08-01
1973-09-01,1.7872674062731537,0.3973401772197931,1973-09-01
1973-10-01,1.532955170038256,-0.11911155397351694,1973-10-01
1973-11-01,-0.28002690544225745,0.06413474202840407,1973-11-01
1973-12-01,0.5448984765470033,-0.1603149581504437,1973-12-01
1974-01-01,-0.5837425699213927,-0.2909302616903514,1974-01-01
1974-02-01,0.5457990997487531,-0.4688591501772789,1974-02-01
1974-03-01,-1.7899784330602095,0.07664274125871041,1974-03-01
1974-04-01,-1.870473120390011,-0.09101332964412677,1974-04-01
1974-05-01,-0.4881486398280505,-0.15346601046719913,1974-05-01
1974-06-01,0.3186022560009821,-0.023307555782915382,1974-06-01
1974-07-01,-0.8133090030203777,-0.46513223615290356,1974-07-01
1974-08-01,-0.8084912985405165,-0.030156536680637735,1974-08-01
1974-09-01,0.6856142493774675,-0.18885188507246212,1974-09-01
1974-10-01,1.2707699654590419,-0.16955082265379284,1974-10-01
1974-11-01,1.0860195808910467,0.10674143739338159,1974-11-01
1974-12-01,1.2377755727306012,0.24376656389822718,1974-12-01
1975-01-01,0.0840276609827384,-0.6125039035101218,1975-01-01
1975-02-01,1.3215017649109937,-0.562708024382626,1975-02-01
1975-03-01,-0.8379396992264073,-0.4891028043990159,1975-03-01
1975-04-01,-2.437969223187886,-0.19071124941783638,1975-04-01
1975-05-01,1.0515758510042323,-0.15219558963848537,1975-05-01
1975-06-01,0.7975126923920538,0.2682297658548219,1975-06-01
1975-07-01,-1.4255947377544054,0.33568435855784406,1975-07-01
1975-08-01,-1.3545955628712163,-0.15599522311807135,1975-08-01
1975-09-01,-0.07347452324948622,-0.014742327769258915,1975-09-01
1975-10-01,1.4677346077380629,-0.128037661084849,1975-10-01
1975-11-01,0.7737039419705273,-0.29047571262612687,1975-11-01
1975-12-01,0.1774039079918481,0.187226206812392,1975-12-01
1976-01-01,1.4134492345923757,-0.3152767878699855,1976-01-01
1976-02-01,-0.09158818834235496,0.023010360240037112,1976-02-01
1976-03-01,-0.0201637681257249,0.41846368271634793,1976-03-01
1976-04-01,0.9550959303859817,0.05333337858120134,1976-04-01
1976-05-01,-1.3483319650637249,-0.1514167584320764,1976-05-01
1976-06-01,0.049120059693691924,0.15511006962508903,1976-06-01
1976-07-01,0.6835501864772363,-0.3669808299133524,1976-07-01
1976-08-01,0.8309734076154578,-0.16833741723702467,1976-08-01
1976-09-01,0.9409688315371095,0.030637892101555455,1976-09-01
1976-10-01,1.6073474373429726,-0.17501982859432408,1976-10-01
1976-11-01,1.069570472407697,0.05943487823327197,1976-11-01
1976-12-01,2.2718177039367036,0.18759441534649826,1976-12-01
1977-01-01,-2.4138045599960645,-0.18765343993693356,1977-01-01
1977-02-01,-0.9337128522745707,-0.16803628648085375,1977-02-01
1977-03-01,-0.11280902066848988,-0.1383425329338853,1977-03-01
1977-04-01,0.6519345414532542,0.020467870879209323,1977-04-01
1977-05-01,-0.8633911960509595,0.3651718919413749,1977-05-01
1977-06-01,0.8608419607867462,0.2544606935755685,1977-06-01
1977-07-01,-0.3336523887160536,0.07279103180640162,1977-07-01
1977-08-01,-0.8930160148496172,0.4081926772399892,1977-08-01
1977-09-01,0.017304633665864926,0.26510343809370723,1977-09-01
1977-10-01,-1.2213372018448658,0.16889261408919262,1977-10-01
1977-11-01,-0.006440504664217483,-0.11818548591410578,1977-11-01
1977-12-01,-0.29882861233754326,-0.25946999666020465,1977-12-01
1978-01-01,-1.1384269833761902,-0.12886490351472166,1978-01-01
1978-02-01,-0.17148761705304202,-0.08458841967621895,1978-02-01
1978-03-01,0.06468805019011571,-0.08162724682854175,1978-03-01
1978-04-01,-0.4103378010745802,-0.047276142112162425,1978-04-01
1978-05-01,-0.8062835470986573,0.04192879549797,1978-05-01
1978-06-01,-0.5976758360128904,0.045564089329089306,1978-06-01
1978-07-01,-0.6696426054170468,0.012201824070777044,1978-07-01
1978-08-01,0.796600815048832,0.21497383057084135,1978-08-01
1978-09-01,-0.26556473412841713,0.24189765781926204,1978-09-01
1978-10-01,-0.8141295783469559,0.07005506511979577,1978-10-01
1978-11-01,-1.1146449198257675,0.5157039404057842,1978-11-01
1978-12-01,-0.7654358574529407,-0.10808346919706299,1978-12-01
1979-01-01,-0.29852249971050604,-0.08365705255673068,1979-01-01
1979-02-01,0.4006415293862826,-0.16687564371554867,1979-02-01
1979-03-01,-0.054593912562786576,-0.06026132434920356,1979-03-01
1979-04-01,0.010106477869090259,-0.2189503803683131,1979-04-01
1979-05-01,0.05680209798044086,-0.10118604292179686,1979-05-01
1979-06-01,1.557896231026028,-0.0008105585500744761,1979-06-01
1979-07-01,0.028442340491378705,-0.10476788834434772,1979-07-01
1979-08-01,-0.5207110167579809,0.1293745266519881,1979-08-01
1979-09-01,-1.4264118250622662,0.22561591806982803,1979-09-01
1979-10-01,-3.8765324538062287,-0.2923114359789639,1979-10-01
1979-11-01,-0.721222189551756,-0.4639140459407371,1979-11-01
1979-12-01,1.2595519432162856,0.11083677262790527,1979-12-01
1980-01-01,-0.7148972567421675,-0.5168711765074271,1980-01-01
1980-02-01,-5.146237293359062,-0.8529076800184222,1980-02-01
1980-03-01,-2.0819770372960416,0.6840874579454789,1980-03-01
1980-04-01,4.218510248979586,0.023797898034256484,1980-04-01
1980-05-01,5.684480294527644,-0.9655766364928976,1980-05-01
1980-06-01,2.2615018283438295,-0.32604902176496836,1980-06-01
1980-07-01,-1.2419511837712496,-0.18332912814247865,1980-07-01
1980-08-01,-4.039295854783349,0.1894914617678562,1980-08-01
1980-09-01,-2.190015905316022,0.38148760001164655,1980-09-01
1980-10-01,-0.9201421425806942,0.37627968399556544,1980-10-01
1980-11-01,-2.904680466213954,0.05094937869369169,1980-11-01
1980-12-01,-0.7837037853408849,0.1461262462023254,1980-12-01
1981-01-01,1.3023005736826958,-0.21056920572241541,1981-01-01
1981-02-01,-1.4265536604118232,-0.38891200771860795,1981-02-01
1981-03-01,0.5156861014227061,-0.45793698227415996,1981-03-01
1981-04-01,-1.2862846578076874,-0.2687968896924318,1981-04-01
1981-05-01,-1.7367872736702779,0.6477239486957831,1981-05-01
1981-06-01,1.7832470537824991,-0.11001612015662691,1981-06-01
1981-07-01,-1.7962092352676806,-0.3731005324730971,1981-07-01
1981-08-01,-1.592426735967966,-0.14933346048565335,1981-08-01
1981-09-01,-0.47640325054575466,-0.4834531930391168,1981-09-01
1981-10-01,1.193310782163786,-0.4167727738705216,1981-10-01
1981-11-01,4.651229876565965,-0.048745740833343994,1981-11-01
1981-12-01,-0.7099201434556105,0.024414170642410516,1981-12-01
1982-01-01,-2.430566760289569,-0.037497720018437514,1982-01-01
1982-02-01,0.14367339138998808,0.3993245202558167,1982-02-01
1982-03-01,1.4193444869771528,0.05405451184275633,1982-03-01
1982-04-01,0.07171419746566206,-0.029197657674166794,1982-04-01
1982-05-01,0.8568027646957932,-0.19163101841869218,1982-05-01
1982-06-01,-1.5275723014406464,-0.2818115594002876,1982-06-01
1982-07-01,1.16975799532632,-0.1923204725920203,1982-07-01
1982-08-01,2.830427696176341,-0.30224331379479114,1982-08-01
1982-09-01,1.824608507780478,0.35994895076845407,1982-09-01
1982-10-01,4.043912610641579,0.37523765978349055,1982-10-01
1982-11-01,1.3101702271508577,0.21426808708473738,1982-11-01
1982-12-01,0.430910299711268,-0.1970136261353534,1982-12-01
1983-01-01,0.7297888969007382,-0.20131315486088056,1983-01-01
1983-02-01,-0.7156813516760088,-0.032559577939005165,1983-02-01
1983-03-01,0.5042156788123637,0.3848399770424963,1983-03-01
1983-04-01,0.34158403971674,-0.011644524141121377,1983-04-01
1983-05-01,0.23202182635751956,-0.12417544348495653,1983-05-01
1983-06-01,-1.815277730185937,0.022425066111289988,1983-06-01
1983-07-01,-1.539971362940964,-0.24690837735676643,1983-07-01
1983-08-01,-1.0834629640826199,-0.2980819005936992,1983-08-01
1983-09-01,0.7473400203507312,-0.11508775901517095,1983-09-01
1983-10-01,0.6237729972462782,-0.16724015327685338,1983-10-01
1983-11-01,-0.2448561533939161,-0.11173426531860392,1983-11-01
1983-12-01,-0.33696005373509397,-0.05922747551472392,1983-12-01
1984-01-01,0.6459546880537342,-0.007904141105647819,1984-01-01
1984-02-01,-0.33339746992499747,-0.12085320620916105,1984-02-01
1984-03-01,-1.3212370683044516,-0.137464419337226,1984-03-01
1984-04-01,-0.8055295262602681,-0.1177133474345385,1984-04-01
1984-05-01,-1.9428002788042584,-0.2995826609185434,1984-05-01
1984-06-01,-0.6395102410256495,0.10136508403501421,1984-06-01
1984-07-01,0.47730987431685773,0.16574599180673458,1984-07-01
1984-08-01,1.4475922484424897,0.43564508939065943,1984-08-01
1984-09-01,0.5847674391713433,-0.023282915675917403,1984-09-01
1984-10-01,1.3652052891452209,-0.09625015842848898,1984-10-01
1984-11-01,2.2400408163541665,-0.1758225377877746,1984-11-01
1984-12-01,0.8132367575058863,-0.40470725192991236,1984-12-01
1985-01-01,0.6407706872023547,-0.14086973221679025,1985-01-01
1985-02-01,-0.42732284866887,0.027553151636274593,1985-02-01
1985-03-01,-1.181213507013378,0.06754607350399475,1985-03-01
1985-04-01,1.6319701666881044,-0.12098367858946629,1985-04-01
1985-05-01,2.0788056411356237,0.05025303612820027,1985-05-01
1985-06-01,2.308589863613902,0.161842884513411,1985-06-01
1985-07-01,-0.2384089299260298,-0.12573664973529566,1985-07-01
1985-08-01,-0.21650797966734173,0.1300694603404661,1985-08-01
1985-09-01,0.0030398316978482143,-0.04976778909567277,1985-09-01
1985-10-01,0.5079834011833098,0.06150467114770471,1985-10-01
1985-11-01,1.3975647846365193,0.4510049698022454,1985-11-01
1985-12-01,1.7675192801732467,0.4446317595635301,1985-12-01
1986-01-01,0.24042510824781485,0.13582143440776998,1986-01-01
1986-02-01,1.3853037042488126,0.55382124870047,1986-02-01
1986-03-01,3.342390054951625,0.7565974837396116,1986-03-01
1986-04-01,2.1914565299250595,0.12383383305642832,1986-04-01
1986-05-01,-1.7706618479999048,-0.5868363146828228,1986-05-01
1986-06-01,-0.3467431406185197,-0.09536474565293515,1986-06-01
1986-07-01,2.362237572069405,0.30155191952503213,1986-07-01
1986-08-01,1.3038422814443122,-0.20028972608247908,1986-08-01
1986-09-01,-0.5605212429097087,-0.7446041504009254,1986-09-01
1986-10-01,0.3663438875697317,-0.047380982148534735,1986-10-01
1986-11-01,0.5333335931981641,0.37861290086303945,1986-11-01
1986-12-01,0.4325495768246285,0.3042283378806582,1986-12-01
1987-01-01,0.31119816909491255,-0.0740735511708108,1987-01-01
1987-02-01,-0.6538676482981918,-0.07827283147347475,1987-02-01
1987-03-01,0.05263369429383163,0.05489522477264476,1987-03-01
1987-04-01,-3.2480717737280544,-0.8576546063267046,1987-04-01
1987-05-01,-2.6590348003695783,-0.3744630103666994,1987-05-01
1987-06-01,0.9361425065505516,0.07371175779699786,1987-06-01
1987-07-01,0.25915951535606624,-0.2559647552164256,1987-07-01
1987-08-01,-1.1592044163194268,-0.12533456160570702,1987-08-01
1987-09-01,-2.38617329350456,-0.33537209257242245,1987-09-01
1987-10-01,-0.17613536623331572,-0.26332751614471384,1987-10-01
1987-11-01,2.6197832980018525,0.22553139814577838,1987-11-01
1987-12-01,-0.4347190425279018,0.022334679384029204,1987-12-01
1988-01-01,1.1807910727316173,0.251885944599466,1988-01-01
1988-02-01,1.9141997770926178,0.2559489055466223,1988-02-01
1988-03-01,-0.42446333820809895,-0.2208414470272549,1988-03-01
1988-04-01,-1.2679676838847223,-0.2299998108357597,1988-04-01
1988-05-01,-1.4209074180573336,-0.14573631659900696,1988-05-01
1988-06-01,0.3556673778566221,0.2933805690256171,1988-06-01
