date,GS1,GS1_CHG,GS2,GS2_CHG,GS3,GS3_CHG,GS5,GS5_CHG,GS7,GS7_CHG,GS10,GS10_CHG
1968-08-01,5.43,-0.038938053097345215,,,5.42,-0.02166064981949456,5.5,-0.017857142857142794,,,5.42,-0.014545454545454528
1968-09-01,5.45,0.0036832412523020164,,,5.39,-0.005535055350553542,5.48,-0.0036363636363635488,,,5.46,0.007380073800737907
1968-10-01,5.57,0.022018348623853212,,,5.52,0.024118738404452778,5.55,0.012773722627737127,,,5.58,0.0219780219780219
1968-11-01,5.75,0.032315978456014305,,,5.57,0.009057971014492905,5.66,0.01981981981981984,,,5.7,0.021505376344086002
1968-12-01,6.19,0.07652173913043492,,,6.16,0.10592459605026927,6.12,0.08127208480565362,,,6.03,0.05789473684210522
1969-01-01,6.34,0.024232633279482885,,,6.22,0.009740259740259605,6.25,0.0212418300653594,,,6.04,0.0016583747927030323
1969-02-01,6.41,0.011041009463722551,,,6.32,0.016077170418006492,6.34,0.014399999999999968,,,6.19,0.024834437086092676
1969-03-01,6.34,-0.01092043681747279,,,6.38,0.009493670886075778,6.41,0.011041009463722551,,,6.3,0.017770597738287375
1969-04-01,6.26,-0.012618296529968487,,,6.25,-0.02037617554858928,6.3,-0.01716068642745716,,,6.17,-0.020634920634920673
1969-05-01,6.42,0.025559105431310014,,,6.51,0.04159999999999986,6.54,0.03809523809523818,,,6.32,0.024311183144246407
1969-06-01,7.04,0.09657320872274155,,,6.83,0.04915514592933956,6.75,0.032110091743119185,,,6.57,0.039556962025316444
1969-07-01,7.6,0.07954545454545459,,,7.31,0.07027818448023426,7.01,0.038518518518518396,6.8,,6.72,0.022831050228310446
1969-08-01,7.54,-0.007894736842105177,,,7.29,-0.002735978112175075,7.03,0.0028530670470756636,6.79,-0.0014705882352941124,6.69,-0.004464285714285587
1969-09-01,7.82,0.037135278514588865,,,7.77,0.06584362139917688,7.57,0.07681365576102417,7.36,0.0839469808541975,7.16,0.07025411061285491
1969-10-01,7.64,-0.023017902813299296,,,7.57,-0.02574002574002565,7.51,-0.00792602377807139,7.24,-0.016304347826086918,7.1,-0.008379888268156499
1969-11-01,7.89,0.0327225130890052,,,7.65,0.010568031704095038,7.53,0.0026631158455392434,7.17,-0.00966850828729282,7.14,0.005633802816901401
1969-12-01,8.17,0.03548795944233207,,,8.1,0.05882352941176472,7.96,0.05710491367861881,7.51,0.04741980474198049,7.65,0.07142857142857162
1970-01-01,8.1,-0.008567931456548328,,,8.24,0.01728395061728394,8.17,0.02638190954773867,7.73,0.02929427430093212,7.79,0.018300653594771177
1970-02-01,7.59,-0.06296296296296289,,,7.79,-0.054611650485436924,7.82,-0.04283965728274175,7.51,-0.028460543337645583,7.24,-0.07060333761232351
1970-03-01,6.97,-0.08168642951251648,,,7.15,-0.08215661103979455,7.21,-0.07800511508951413,7.13,-0.05059920106524629,7.07,-0.023480662983425438
1970-04-01,7.06,0.012912482065997155,,,7.39,0.03356643356643341,7.5,0.04022191400832176,7.45,0.04488078541374474,7.39,0.04526166902404527
1970-05-01,7.75,0.09773371104815864,,,7.94,0.07442489851150214,7.97,0.06266666666666665,7.93,0.06442953020134223,7.91,0.07036535859269288
1970-06-01,7.55,-0.02580645161290329,,,7.84,-0.012594458438287215,7.85,-0.01505646173149311,7.84,-0.011349306431273631,7.84,-0.008849557522123908
1970-07-01,7.1,-0.05960264900662249,,,7.56,-0.0357142857142857,7.59,-0.03312101910828025,7.61,-0.029336734693877542,7.46,-0.04846938775510201
1970-08-01,6.98,-0.016901408450704092,,,7.46,-0.013227513227513144,7.57,-0.0026350461133068936,7.59,-0.0026281208935611255,7.53,0.009383378016085908
1970-09-01,6.73,-0.035816618911174825,,,7.11,-0.046916890080428875,7.29,-0.036988110964332965,7.4,-0.025032938076416267,7.39,-0.018592297476759723
