date,Principal Component 1
1969-06-01,-0.8763207801276037
1969-07-01,-0.8390976725875119
1969-08-01,0.16361028442466416
1969-09-01,-1.8450882475956842
1969-10-01,0.5087190166182118
1969-11-01,-0.04001890727467832
1969-12-01,-1.4577283405731147
1970-01-01,-0.4386153512997099
1970-02-01,1.5057787832108382
1970-03-01,1.6940376520473874
1970-04-01,-0.9632649017392042
1970-05-01,-1.8569224445832844
1970-06-01,0.46486918572182323
1970-07-01,1.19269772995484
1970-08-01,0.17741170137076512
1970-09-01,0.9473345902492617
1970-10-01,0.5996259939762745
1970-11-01,2.5427627487154956
1970-12-01,2.229169779834062
1971-01-01,0.7804074625097326
1971-02-01,1.7180975464230166
1971-03-01,2.4474970191119256
1971-04-01,-2.6244016120825346
1971-05-01,-3.0744106383901406
1971-06-01,-1.1537939167347495
1971-07-01,-1.2189258532121083
1971-08-01,1.1519362518292964
1971-09-01,1.9708801457563228
1971-10-01,1.330229374248442
1971-11-01,0.7651549816031791
1971-12-01,0.11847586221142786
1972-01-01,0.568985634872015
1972-02-01,-0.3489661860337809
1972-03-01,-0.6974187397931036
1972-04-01,-0.9859363568794803
1972-05-01,1.089867388793677
1972-06-01,-0.1875903842061684
1972-07-01,-0.12755246541986115
1972-08-01,-0.198971511826764
1972-09-01,-1.3294622952235637
1972-10-01,0.33427173627041656
1972-11-01,0.7858933740502492
1972-12-01,-0.251174045252453
1973-01-01,-0.7628908452276344
1973-02-01,-0.9809945196786337
1973-03-01,-0.8355146153964521
1973-04-01,0.3980192375950352
1973-05-01,-0.42376727909745115
1973-06-01,-0.031827344516162155
1973-07-01,-2.035462411247514
1973-08-01,-1.0568873134185148
1973-09-01,1.795433349915639
1973-10-01,1.541234247168902
1973-11-01,-0.2715724238051084
1973-12-01,0.553266579550355
1974-01-01,-0.5752490893215825
1974-02-01,0.5543520514621905
1974-03-01,-1.7813757008987405
1974-04-01,-1.8618802196088775
1974-05-01,-0.47965435347022267
1974-06-01,0.32701659499472485
1974-07-01,-0.8046904910933387
1974-08-01,-0.7999820910090342
1974-09-01,0.6939912480122686
1974-10-01,1.2790597080956285
1974-11-01,1.0943214432497839
1974-12-01,1.246019660419976
1975-01-01,0.09256209301843568
1975-02-01,1.3299823913029154
1975-03-01,-0.8292968821331722
1975-04-01,-2.4293596566179954
1975-05-01,1.0599406175893662
1975-06-01,0.8057882566325103
1975-07-01,-1.417126823485543
1975-08-01,-1.345995314243692
1975-09-01,-0.0650681268137154
1975-10-01,1.4760360067364398
1975-11-01,0.7821575702122368
1975-12-01,0.18576142841002807
1976-01-01,1.4218066321198441
1976-02-01,-0.08315213234641514
1976-03-01,-0.011876349880279599
1976-04-01,0.9634089090089574
1976-05-01,-1.3397525662355847
1976-06-01,0.05748767685892876
1976-07-01,0.6672040924517257
1976-08-01,0.814558399176886
1976-09-01,0.9244862911373705
1976-10-01,1.5907906846931243
1976-11-01,1.052978987045341
1976-12-01,2.254999020604487
1977-01-01,-2.4295199689310096
1977-02-01,-0.9498008049856593
1977-03-01,-0.12910058599589574
1977-04-01,0.6355266787758398
1977-05-01,-0.8795738319255226
1977-06-01,0.8443191296233722
1977-07-01,-0.34989807039768817
1977-08-01,-0.9092248082375155
1977-09-01,0.0009545442429811054
1977-10-01,-1.2374339805998054
1977-11-01,-0.022728811924587724
1977-12-01,-0.3150306676574826
1978-01-01,-1.1544975316782131
1978-02-01,-0.1877280838765604
1978-03-01,0.04838027065379717
1978-04-01,-0.4265543905295229
1978-05-01,-0.82244025148243
1978-06-01,-0.6138743760276586
1978-07-01,-0.6858369292832853
1978-08-01,0.7801495145711633
1978-09-01,-0.2818519161783118
1978-10-01,-0.8302746902158878
1978-11-01,-1.1308400003218735
1978-12-01,-0.7815694627016934
1979-01-01,-0.31475653893387273
1979-02-01,0.38431347182080444
1979-03-01,-0.07088026416837453
1979-04-01,-0.006161464555511883
1979-05-01,0.04050618147890085
1979-06-01,1.5412881856961
1979-07-01,0.012146883015444893
1979-08-01,-0.5369159949395134
1979-09-01,-1.4424890376734296
1979-10-01,-3.8920394384411736
1979-11-01,-0.7372804182535203
1979-12-01,1.2430060422612894
1980-01-01,-0.7309814693916994
1980-02-01,-5.161425234734004
1980-03-01,-2.098053997950033
1980-04-01,4.201367868104032
1980-05-01,5.667330131274965
1980-06-01,2.244789578808098
1980-07-01,-1.2580009701882158
1980-08-01,-4.05484385686711
1980-09-01,-2.2059640324959147
1980-10-01,-0.9363493676458792
1980-11-01,-2.9204494887758647
1980-12-01,-0.7998624265058998
1981-01-01,1.2857880222721385
1981-02-01,-1.4425139928458972
1981-03-01,0.49935578535452213
1981-04-01,-1.3022820013841274
1981-05-01,-1.7528872881467235
1981-06-01,1.7666286554879873
1981-07-01,-1.8121087067493666
1981-08-01,-1.6083910699922295
1981-09-01,-0.4925070901942599
1981-10-01,1.1768573211917661
1981-11-01,4.634042973705057
1981-12-01,-0.7261372728127453
1982-01-01,-2.446341389800547
1982-02-01,0.12726036508611369
1982-03-01,1.4027758053827368
1982-04-01,0.05539735478611283
1982-05-01,0.8403953464521031
1982-06-01,-1.543523341621969
1982-07-01,1.1532422291457634
1982-08-01,2.8136643759294295
1982-09-01,1.8078888145881653
1982-10-01,4.026742568791429
1982-11-01,1.293632177686285
1982-12-01,0.41458062651678423
1983-01-01,0.7133762881616498
1983-02-01,-0.7318554458145657
1983-03-01,0.487735084066889
1983-04-01,0.325244734658638
1983-05-01,0.2157098291754045
1983-06-01,-1.8312464951666274
1983-07-01,-1.555966224570981
1983-08-01,-1.0995168239831021
1983-09-01,0.7309290095830625
1983-10-01,0.6073821879923726
1983-11-01,-0.26109174130522844
1983-12-01,-0.35317304180256043
1984-01-01,0.6295205725696696
1984-02-01,-0.34960926568925066
1984-03-01,-1.3372623553566392
1984-04-01,-0.8216664398564795
1984-05-01,-1.9586834221186782
1984-06-01,-0.6557153089995875
1984-07-01,0.46089376626395506
1984-08-01,1.4309529253655464
1984-09-01,0.5683596819689981
1984-10-01,1.3486453145033115
1984-11-01,2.223353350850065
1984-12-01,0.7968895910249331
1985-01-01,0.6243388925885125
1985-02-01,-0.4435298995172118
1985-03-01,-1.1972989760898836
1985-04-01,1.615376365276433
1985-05-01,2.0621140829576037
1985-06-01,2.291855937795101
1985-07-01,-0.2546709969274108
1985-08-01,-0.2327997512961697
1985-09-01,-0.013247776608297748
1985-10-01,0.49157085383432536
1985-11-01,1.3809039684254996
1985-12-01,1.7508172225754364
1986-01-01,0.2240361326723592
1986-02-01,1.3686445704876393
1986-03-01,3.325317175931582
1986-04-01,2.174670037315402
1986-05-01,-1.7864933397715528
1986-06-01,-0.3629715198078348
1986-07-01,2.345448314752045
1986-08-01,1.2873347962606512
1986-09-01,-0.5765520080864733
1986-10-01,0.34998928151851266
1986-11-01,0.5168593561508558
1986-12-01,0.41611281638803516
1987-01-01,0.2948358528514837
1987-02-01,-0.6700403468695689
1987-03-01,0.03630926529798163
1987-04-01,-3.263637557487722
1987-05-01,-2.6747506004478794
1987-06-01,0.9196662406060695
1987-07-01,0.24283721983316894
1987-08-01,-1.175256794322704
1987-09-01,-2.401960721776788
1987-10-01,-0.19235968046209273
1987-11-01,2.6029625807141996
1987-12-01,-0.4509313114918027
1988-01-01,1.1642021694540854
1988-02-01,1.8974991085070576
1988-03-01,-0.44063340271009555
1988-04-01,-1.2840048279553946
1988-05-01,-1.4369212923289152
1988-06-01,0.3392594552097453
1988-07-01,-0.6017533545638392
1988-08-01,-0.9529477255742062
1988-09-01,0.9012454307125296
1988-10-01,0.6318013766905507
1988-11-01,-0.8501564132818621
1988-12-01,-1.011908180043334
1989-01-01,-0.04042675561554128
1989-02-01,-0.32767447985440784
1989-03-01,-0.7475815647969176
1989-04-01,0.7808028595765006
1989-05-01,1.3988243496025838
1989-06-01,2.221211927106217
1989-07-01,1.7676260091729608
1989-08-01,-0.7935777891218636
1989-09-01,-0.2971890876868687
1989-10-01,0.9515958023013402
1989-11-01,0.8013094658342867
1989-12-01,0.22979392647107819
1990-01-01,-1.2985324720882583
1990-02-01,-0.9543741544304735
1990-03-01,-0.626552254288562
1990-04-01,-0.45652690379553457
1990-05-01,0.2867862506679931
1990-06-01,1.1273719134278404
1990-07-01,0.4654499814828717
1990-08-01,-0.22295869017291417
1990-09-01,-0.21437579898318404
1990-10-01,0.8232117299565802
1990-11-01,1.285125382717971
1990-12-01,1.251738306826937
1991-01-01,0.48162284401436434
1991-02-01,1.2176440888040787
1991-03-01,-1.003141341958334
1991-04-01,0.5309063552266339
1991-05-01,0.2919228103304112
1991-06-01,-0.8774949525615301
1991-07-01,0.20308306844110424
1991-08-01,2.0611333190903567
1991-09-01,1.277048495232819
1991-10-01,1.162863661683039
1991-11-01,1.359447920037082
1991-12-01,2.306858609646088
1992-01-01,0.31828278239826974
1992-02-01,-1.4080873581220785
1992-03-01,-1.7488646824776661
1992-04-01,1.0850299002233896
1992-05-01,0.6156671980918678
1992-06-01,0.9035229401809531
1992-07-01,3.2312180411806404
1992-08-01,1.3267897535037558
1992-09-01,1.5677692166905595
1992-10-01,-1.1138459758678443
1992-11-01,-2.4460327847607743
1992-12-01,0.022752824620556725
1993-01-01,1.425080563236724
1993-02-01,2.0215196986886395
1993-03-01,1.328438562990789
1993-04-01,0.5770095584622816
1993-05-01,-0.5351790930744548
1993-06-01,-0.2708142189318712
1993-07-01,0.845946311348032
1993-08-01,0.6711743267912045
1993-09-01,1.6418684801101495
1993-10-01,0.14353943186688903
1993-11-01,-2.2675905935506484
1993-12-01,-0.22429989772240558
1994-01-01,0.4498257693126243
1994-02-01,-1.9006755967676379
1994-03-01,-3.2057383115069262
1994-04-01,-2.9361352838234267
1994-05-01,-1.4826992918279198
1994-06-01,0.4510750234695526
1994-07-01,-0.922217330591957
1994-08-01,0.146818859240026
1994-09-01,-0.9000392067159677
1994-10-01,-1.3835731190922358
1994-11-01,-1.3418251716983813
1994-12-01,-0.5058465641478805
1995-01-01,0.26826518817859357
1995-02-01,1.627526492269894
1995-03-01,1.452896059268727
1995-04-01,0.936160206575013
1995-05-01,2.0557075529989586
1995-06-01,2.3713493118166684
1995-07-01,-0.3698335263170965
1995-08-01,-1.0045069877367088
1995-09-01,1.3032204514182577
1995-10-01,0.7978254127725475
1995-11-01,0.9831942987304615
1995-12-01,1.1372676532651314
1996-01-01,0.9111161661130219
1996-02-01,-0.03718003599999277
1996-03-01,-3.1766396534488415
1996-04-01,-1.427538174050607
1996-05-01,-0.7952243967865055
1996-06-01,-0.8480570998244947
1996-07-01,0.28469470877338465
1996-08-01,1.2431981532447023
1996-09-01,-0.9028367015994593
1996-10-01,1.6405980072986108
1996-11-01,1.5155913739165423
1996-12-01,-0.38928923178216
1997-01-01,-1.2229525199454574
1997-02-01,0.7787009360193083
1997-03-01,-1.5419658229130693
1997-04-01,-0.9616790920765317
1997-05-01,0.9654427496710817
1997-06-01,1.0712622092593296
1997-07-01,1.320871776782466
1997-08-01,-0.22652130373015208
1997-09-01,0.4783795222848422
1997-10-01,0.87331364986536
1997-11-01,0.6876258647248453
1997-12-01,0.26753309356297034
1998-01-01,1.8754982391609771
1998-02-01,-0.23332457465569106
1998-03-01,-0.5472921881819757
1998-04-01,0.12204603162911373
1998-05-01,-0.040243644018270956
1998-06-01,0.7451671909514461
1998-07-01,0.38418213485096436
1998-08-01,1.09727602401684
1998-09-01,3.6544117313563684
1998-10-01,2.8871699527955
1998-11-01,-2.602289915876157
1998-12-01,0.8014847424191089
1999-01-01,-0.6616726647639423
1999-02-01,-1.8222957287338761
1999-03-01,-1.2617191144591913
1999-04-01,0.5314298455387634
1999-05-01,-1.9064408009705953
1999-06-01,-2.0598111157674377
1999-07-01,0.651755598162475
1999-08-01,-0.8236007133380752
1999-09-01,0.20045500702717128
1999-10-01,-1.013235885260488
1999-11-01,0.37326016556570457
1999-12-01,-1.1635574693726012
2000-01-01,-1.709923243694878
2000-02-01,-0.13715063160323906
2000-03-01,0.8988285057699311
2000-04-01,1.1244846343561012
2000-05-01,-1.9806881373052814
2000-06-01,1.7179637339971447
2000-07-01,0.6387156308156308
2000-08-01,0.7757326774433626
2000-09-01,0.587195383222385
2000-10-01,0.7978077145593366
2000-11-01,0.30570913831295327
2000-12-01,2.9159833915647826
2001-01-01,2.1114124370946294
2001-02-01,0.4265667118763794
2001-03-01,1.822806412503081
2001-04-01,-0.28233254321574797
2001-05-01,-0.7212906495807018
2001-06-01,1.0367614751862226
2001-07-01,0.37468373649319214
2001-08-01,1.7369339522508849
2001-09-01,3.5039086093970524
2001-10-01,2.4534298451593033
2001-11-01,-0.2995555608044494
2001-12-01,-3.054453353925322
2002-01-01,0.6109024792018686
2002-02-01,0.38658768766330165
2002-03-01,-3.7114941710518594
2002-04-01,0.8959072701909438
2002-05-01,1.1462490350728431
2002-06-01,2.1763813950877844
2002-07-01,3.108094551590583
2002-08-01,3.9951392681062994
2002-09-01,2.76241436409482
2002-10-01,0.3402957584942624
2002-11-01,-0.37014690706139175
2002-12-01,0.646798918849747
2003-01-01,0.6208297111498724
2003-02-01,1.636416258975622
2003-03-01,1.1880280498470914
2003-04-01,-1.168270989172316
2003-05-01,3.8873045805152815
2003-06-01,3.356321155373474
2003-07-01,-6.824767624047373
2003-08-01,-5.72687125525784
2003-09-01,2.029006414390596
2003-10-01,-0.16453677830488753
2003-11-01,-1.2856022956029052
2003-12-01,0.35504209051223923
2004-01-01,1.665086042328893
2004-02-01,0.5198355839119989
2004-03-01,2.662952898150424
2004-04-01,-6.671551992024583
2004-05-01,-4.7490008961357795
2004-06-01,-1.32628177746014
2004-07-01,1.709887545509338
2004-08-01,1.7466841056291615
2004-09-01,0.6961879700809573
2004-10-01,-0.10795616330059958
2004-11-01,-1.8389253654351967
2004-12-01,-0.8129592060665997
2005-01-01,-0.9212013398211576
2005-02-01,-0.5185528579396991
2005-03-01,-2.931470085549363
2005-04-01,1.0838106672755967
2005-05-01,1.1006934012317058
2005-06-01,0.6159788821710174
2005-07-01,-1.7173598138856814
2005-08-01,-1.0355007027087415
2005-09-01,0.7735400959173337
2005-10-01,-2.326162478614436
2005-11-01,-0.7655810846304344
2005-12-01,0.4454836518654636
2006-01-01,0.27019476952652893
2006-02-01,-1.4810793313624042
2006-03-01,-0.768472987639966
2006-04-01,-1.2530947279659819
2006-05-01,-0.5291175492163878
2006-06-01,-0.3939834136599967
2006-07-01,0.18635744018508058
2006-08-01,1.4278625087781815
2006-09-01,1.0704611661799037
2006-10-01,-0.0372589406367822
2006-11-01,0.731618416538918
2006-12-01,0.455639475130674
2007-01-01,-1.3058625944931002
2007-02-01,0.34035984944628184
2007-03-01,1.5074884087213372
2007-04-01,-0.6295237168992299
2007-05-01,-0.373352560159741
2007-06-01,-1.9433631769079232
2007-07-01,0.8915512643249024
2007-08-01,2.907532501875931
2007-09-01,1.7736172358375586
2007-10-01,0.21683169327486607
2007-11-01,4.093746460504331
2007-12-01,1.5109416643682163
2008-01-01,4.731932472529885
2008-02-01,2.9541831846284787
2008-03-01,4.154163255628364
2008-04-01,-4.410360329555489
2008-05-01,-3.90994058346276
2008-06-01,-3.263645697904905
2008-07-01,1.6317125606852896
2008-08-01,1.536620848271604
2008-09-01,3.0376861393458334
2008-10-01,3.018872011007982
2008-11-01,5.1001716015787935
2008-12-01,11.02447163872377
2009-01-01,-0.7309300850701645
2009-02-01,-6.160964892557424
2009-03-01,0.3732531830732944
2009-04-01,-0.066637837930832
2009-05-01,-2.537844385904224
2009-06-01,-6.299584114151669
2009-07-01,2.7606643693201267
2009-08-01,-0.9929684095454556
2009-09-01,2.8606663797370553
2009-10-01,0.6878210307341494
2009-11-01,2.071763173783307
2009-12-01,-2.1311648127359986
2010-01-01,-1.3651575969152787
2010-02-01,1.2719645812975262
2010-03-01,-1.564271832881798
2010-04-01,-2.000593719296348
2010-05-01,5.11346656959009
2010-06-01,3.0620738958347933
2010-07-01,3.4869374964471227
2010-08-01,4.72463854660254
2010-09-01,1.2220206144032693
2010-10-01,4.375318274783349
2010-11-01,-3.907876066602306
2010-12-01,-10.359055596807233
2011-01-01,-0.36580752131144495
2011-02-01,-4.246296342814657
2011-03-01,2.3232890280762213
2011-04-01,-0.5076561777136827
2011-05-01,5.203381059460721
2011-06-01,4.427157124590578
2011-07-01,0.3087173594573711
2011-08-01,11.014351847309866
2011-09-01,3.7051660974530933
2011-10-01,-5.936997540755885
2011-11-01,3.3884111263043084
2011-12-01,-0.02551915146004061
2012-01-01,1.4073275271021315
2012-02-01,-1.8021868281415203
2012-03-01,-6.048115243917835
2012-04-01,3.365406245107781
2012-05-01,3.1426258901798345
2012-06-01,1.93470125836227
2012-07-01,3.212217569106586
2012-08-01,-3.3294165084883516
2012-09-01,0.9172595039554488
2012-10-01,-1.3174242079380967
2012-11-01,1.5421692290964293
2012-12-01,-0.14526903434484081
2013-01-01,-3.1522354189603945
2013-02-01,-1.0316857874024665
2013-03-01,0.9989877549711949
2013-04-01,4.215562820153389
2013-05-01,-3.824958468808504
2013-06-01,-9.89992068505
2013-07-01,-3.0494981646031873
2013-08-01,-2.34897340786537
2013-09-01,-1.4247164981453775
2013-10-01,3.7101820559840837
2013-11-01,0.45975284205088857
2013-12-01,-3.7328283936875275
2014-01-01,-1.1078421258984261
2014-02-01,2.593650412594828
2014-03-01,-2.735570772248418
2014-04-01,-0.3159146998783365
2014-05-01,2.1878935750806994
2014-06-01,-1.657920645039416
2014-07-01,-1.0103631792772159
2014-08-01,1.51382985621607
2014-09-01,-2.755320775936951
2014-10-01,4.203156541441733
2014-11-01,-2.560341071786392
2014-12-01,-2.7050780217321977
2015-01-01,4.690880542571009
2015-02-01,-2.5437738622116624
2015-03-01,-1.2039133134073832
2015-04-01,3.2950202598473477
2015-05-01,-3.964674388257533
2015-06-01,-3.0771594896716867
2015-07-01,0.682279736073556
2015-08-01,0.317931012241928
2015-09-01,0.4971169842155417
2015-10-01,2.9663723487621034
2015-11-01,-8.334747702421529
2015-12-01,-1.8971805358653415
2016-01-01,3.221376546376032
2016-02-01,5.395663926033402
2016-03-01,-4.168321149736572
2016-04-01,2.9179198371887516
2016-05-01,-0.9226485823203442
2016-06-01,3.2758212769408157
2016-07-01,2.708413749476093
2016-08-01,-2.0558023758021355
2016-09-01,-1.3402707433310788
2016-10-01,-2.6271753468197154
2016-11-01,-6.7920264680628994
2016-12-01,-6.239271765849443
2017-01-01,0.702332709368647
2017-02-01,0.32568782689773923
2017-03-01,-2.153161379043076
2017-04-01,2.361249328225053
2017-05-01,-0.5764423953013156
2017-06-01,0.6024840852872455
2017-07-01,-1.3719830592991962
2017-08-01,1.300018506238981
2017-09-01,-0.28393196417533045
2017-10-01,-2.944188221999683
2017-11-01,-1.311141499798583
2017-12-01,-1.725977568817448
2018-01-01,-2.6320683249631287
2018-02-01,-3.0169271597934504
2018-03-01,-0.37144649145878095
2018-04-01,-0.7771679159020681
2018-05-01,-1.377394693440645
2018-06-01,0.3946131697319335
2018-07-01,-0.11261366312790838
2018-08-01,-0.0007184578618954597
2018-09-01,-1.2975927965435312
2018-10-01,-1.2011108888118904
2018-11-01,0.3662006530900925
2018-12-01,2.6710797868805534
2019-01-01,1.6472859582974053
2019-02-01,0.578748303980065
2019-03-01,1.3839635203503362
2019-04-01,0.7565553702206509
2019-05-01,1.86901995125562
2019-06-01,5.142535487548512
2019-07-01,0.13608858763886342
2019-08-01,5.7450034298127335
2019-09-01,-1.4467972487181495
2019-10-01,1.0543600531665234
2019-11-01,-1.588542926349667
2019-12-01,-0.45667328159091347
2020-01-01,1.9677271083000554
2020-02-01,4.532209198587069
2020-03-01,17.616817261410002
2020-04-01,11.568112848376622
2020-05-01,3.3462452657069575
2020-06-01,-1.7219738151592336
2020-07-01,5.8535606626448455
2020-08-01,0.9280014419657147
2020-09-01,0.08272684473525012
2020-10-01,-5.474150656614198
2020-11-01,-3.5881289841330943
2020-12-01,1.220481744916367
2021-01-01,-3.0132022403626455
2021-02-01,-2.480391838720006
2021-03-01,-11.61759926033075
2021-04-01,-0.5267345207591099
2021-05-01,1.5172865469847963
2021-06-01,-2.6951646131718268
2021-07-01,1.4840923519404727
2021-08-01,0.447795678422506
2021-09-01,-3.1253763525301714
2021-10-01,-10.0594005987563
2021-11-01,-4.876155937818525
2021-12-01,-3.6477697801878146
2022-01-01,-10.23139941311774
2022-02-01,-8.544487148433932
2022-03-01,-6.221377793199646
2022-04-01,-10.048303881781724
2022-05-01,-1.3096431344997999
2022-06-01,-3.9430563993942247
2022-07-01,1.2800506938387461
2022-08-01,-0.9427281600021884
2022-09-01,-6.591707573192655
2022-10-01,-4.07416614295611
